worker_id,external_id,judgments_count,missed_count,golds_count,missed_test_percentage,agreement,forgiven_count,feedback_count,frontload_count,frontload_missed,channel,country,region,city,last_ip,flagged_at,rejected_at,approved_at,bonus,flag_reason,trust_overall,submission_rate,level_1_contributors
14848125,6745365,5,1,3,0.333333333,,0,0,0,0,prodege,GBR,V1,Inverkeithing,86.128.252.238,,,,0,,0.6667,0,1
14872405,4926454,5,2,4,0.5,,0,0,0,0,clixsense,ITA,4,Napoli,151.77.166.82,,,,0,,0.5,300,1
14907650,69185214683F3C6C044935D48A84480F,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
14927371,17477,10,3,3,1,,0,0,0,0,surveymad,ITA,7,Ariccia,2.38.118.133,,,,0,,0,300,1
14982460,4941075,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
15011720,847360,0,0,0,#DIV/0!,,0,0,0,0,pokerowned,,,,,,,,0,,1,0,1
15038939,2081,19,4,8,0.5,,0,0,0,0,golddiggergpt,USA,CA,Garden Grove,74.100.64.79,,,,0,,0.5,190,1
15060574,4D22ED662E1DD9E1044935D48A84480F,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
15097631,CE9355A1D4965BE193CA06397A287A80,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
15115020,E404B155DED1A6400FA9E28369487118,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
15137836,6821424,0,0,0,#DIV/0!,,0,0,0,0,prodege,,,,,,,,0,,1,0,1
15176594,930E44225B73BD5641A29D4352C72707,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
15178569,571B6207FFD6C8B693CA06397A287A80,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
15181184,6795024,0,0,0,#DIV/0!,,0,0,0,0,prodege,,,,,,,,0,,1,0,1
15183285,4965411,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
15217476,CB2B72C7AFE430E9DD6A67EA287D2489,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
15227134,863BBAF395E8BD3441A29D4352C72707,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
15232670,DF1E0FF6B3DBA3992BFA95FAD8D0CB36,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
15234192,7EB79A50C75E97D8BD9CE4BD64DFB8C1,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
15349365,4990698,23,2,9,0.222222222,,0,0,0,0,clixsense,DEU,2,NÌ_rnberg,178.7.166.110,2/12/14 7:56,,,0,Entered ‰ÛÏNo idea what kind of flower‰Ûù in all comments and some name fields.,0.7778,252,1
15362665,730,7,3,3,1,,0,0,0,0,surveywage,IDN,30,Bandung,180.253.150.8,,,,0,,0,210,1
15413003,33142,0,0,0,#DIV/0!,,0,0,0,0,dollarsignup,,,,,,,,0,,1,0,1
15429739,AA77511B846C0B55044935D48A84480F,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
15433684,4016032,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
15456323,primethyst,0,0,0,#DIV/0!,,0,0,0,0,instagc,,,,,,,,0,,1,0,1
15467563,C1C6E3884019E7B724750D543524A854,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
15557920,00B6B5BACE4B589141A29D4352C72707,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
15576750,5025230,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
15577915,Jerry1960,0,0,0,#DIV/0!,,0,0,0,0,instagc,,,,,,,,0,,1,0,1
15598217,C69BA5E57D663F786964A2442E880D82,5,2,4,0.5,,0,0,0,0,neodev,DEU,13,HalsbrÌ_cke,2.201.38.87,,,,0,,0.5,0,1
15602965,5029206,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
15689200,5040331,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
15735238,55,0,0,0,#DIV/0!,,0,0,0,0,keeprewarding,,,,,,,,0,,1,0,1
15762886,60A8D14425217BE16964A2442E880D82,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
15776964,9BD89C902579209493CA06397A287A80,20,1,7,0.142857143,,0,0,0,0,neodev,AUT,,,178.115.129.158,,,,0,,0.8571,300,1
15777983,6986677,0,0,0,#DIV/0!,,0,0,0,0,prodege,,,,,,,,0,,1,0,1
15832264,2FE2BA8EA6007FC124750D543524A854,10,1,3,0.333333333,,0,0,0,0,neodev,COL,2,MedellÌ_n,190.248.29.51,2/11/14 11:03,,,0,"Did not understand the task and entered ""It is picture"" in each comment field.",0.6667,300,1
15852781,2207300,0,0,0,#DIV/0!,,0,0,0,0,fusioncash,,,,,,,,0,,1,0,1
15857597,10945,0,0,0,#DIV/0!,,0,0,0,0,crowdguru,,,,,,,,0,,1,0,1
15868546,D29372A354A0D57F93CA06397A287A80,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
15881986,7012547,5,4,4,1,,0,0,0,0,prodege,GBR,,,151.228.113.183,,,,0,,0,0,1
15904413,A76FD6CFD3BCAE5A24750D543524A854,15,3,7,0.428571429,,0,0,0,0,neodev,LKA,,,101.2.182.12,,,,0,,0.5714,225,1
15926462,88089CC318F8972A93CA06397A287A80,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
15963338,3BEDBBF51B5C73F9044935D48A84480F,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
16011331,5085964,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
16019253,Tseko,0,0,0,#DIV/0!,,0,0,0,0,getpaid,,,,,,,,0,,1,0,1
16040176,1663,0,0,0,#DIV/0!,,0,0,0,0,sharecashgpt,,,,,,,,0,,1,0,1
16140220,5104975,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
16158585,4678769,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
16174567,858EF590B5EA9772044935D48A84480F,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
16181478,7095906,0,0,0,#DIV/0!,,0,0,0,0,prodege,,,,,,,,0,,1,0,1
16248320,nsimmons,0,0,0,#DIV/0!,,0,0,0,0,getpaid,,,,,,,,0,,1,0,1
16251346,6c1a10299b1212833c993c8d168aebcd62a914e3,0,0,0,#DIV/0!,,0,0,0,0,coinworker,,,,,,,,0,,1,0,1
16295975,5115936,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
16334880,nellyb1972,0,0,0,#DIV/0!,,0,0,0,0,instagc,,,,,,,,0,,1,0,1
16338309,5137568,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
16405571,CB44FEBBE331ADCC24750D543524A854,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
16408286,1373316FCF34A6FB0DD4E15F98F7C799,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
16449014,9047,5,1,1,1,,0,0,0,0,eup_slw,USA,PA,Monessen,71.61.95.32,,,,0,,0,300,1
16560705,5170414,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
16592498,21285,0,0,0,#DIV/0!,,0,0,0,0,tremorgames,,,,,,,,0,,1,0,1
16592853,24733,0,0,0,#DIV/0!,,0,0,0,0,tremorgames,,,,,,,,0,,1,0,1
16618103,7240893AD2312F7C044935D48A84480F,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
16627277,A730B4DB0DBA501841A29D4352C72707,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
16642743,E53566B272FDCD15DD6A67EA287D2489,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
16645472,4865,0,0,0,#DIV/0!,,0,0,0,0,paiddailysurveys,,,,,,,,0,,1,0,1
16657275,5183919,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
16685772,C1D9BBA257879DA22BFA95FAD8D0CB36,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
16707439,29299,0,0,0,#DIV/0!,,0,0,0,0,tremorgames,,,,,,,,0,,1,0,1
16728336,18EC32388081C8AD93CA06397A287A80,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
16772742,1241AA1F42A46D3A0DD4E15F98F7C799,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
16775990,F1C520712B8B35E093CA06397A287A80,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
16792564,BE25D69A2991E2160FA9E28369487118,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
16800065,7295714,0,0,0,#DIV/0!,,0,0,0,0,prodege,,,,,,,,0,,1,0,1
16827630,2189068,5,4,4,1,,0,0,0,0,clixsense,GBR,H2,Lytham,81.156.0.64,,,,0,,0,0,1
16870414,E60750B2B566429D24750D543524A854,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
16900306,5219415,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
16905329,308FF9900FC63CDA2BFA95FAD8D0CB36,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
16935919,rosebud75,5,0,4,0,,0,0,0,0,instagc,USA,PA,Gibsonia,67.172.27.0,,,,0,,1,300,1
16972949,0F6A1EF5BFF1C2830FA9E28369487118,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
16976918,D1E48E343675B116DD6A67EA287D2489,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
16984219,2A8FB591134E7A6B044935D48A84480F,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
16993779,B0DF0CAC797D4D960DD4E15F98F7C799,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
17006118,5235004,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
17021643,B27196637481FE6E0FA9E28369487118,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
17037727,3BBBB40CAB78A3DA24750D543524A854,10,1,5,0.2,,0,0,0,0,neodev,CAN,QC,QuÌ©bec,209.195.106.41,,,,0,,0.8,300,1
17057917,5243438,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
17076041,3B65EF2BCE4AB9A06964A2442E880D82,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
17098137,CDC1886DF771A3A3DD6A67EA287D2489,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
17109483,A003C1B447FC537F41A29D4352C72707,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
17112031,melissarayexo,0,0,0,#DIV/0!,,0,0,0,0,instagc,,,,,,,,0,,1,0,1
17121874,5253195,5,1,4,0.25,,0,0,0,0,clixsense,GBR,U9,Falkirk,80.192.66.214,,,,0,,0.75,300,1
17145253,205861,0,0,0,#DIV/0!,,0,0,0,0,vivatic,,,,,,,,0,,1,0,1
17152072,5257610,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
17174198,5B0C14FA3F2DF73A41A29D4352C72707,29,2,11,0.181818182,,0,0,0,0,neodev,ITA,15,Palermo,151.63.26.93,2/12/14 7:56,,,0,Entered ‰ÛÏnot sure about the name‰Ûù in all comments for each task.,0.8182,270,1
17182460,11572,0,0,0,#DIV/0!,,0,0,0,0,eup_slw,,,,,,,,0,,1,0,1
17234901,F93A4D0165399AEC0DD4E15F98F7C799,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
17269542,41439,0,0,0,#DIV/0!,,0,0,0,0,globalactioncash,,,,,,,,0,,1,0,1
17274624,48234,0,0,0,#DIV/0!,,0,0,0,0,tremorgames,,,,,,,,0,,1,0,1
17281457,11896,0,0,0,#DIV/0!,,0,0,0,0,eup_slw,,,,,,,,0,,1,0,1
17290162,CF9C69AE20120391DD6A67EA287D2489,30,3,12,0.25,,0,0,0,0,neodev,BGD,,,119.18.148.133,,,,0,,0.75,210,1
17332550,5CD6E54E1D9EBA5193CA06397A287A80,7,3,4,0.75,,0,0,0,0,neodev,PER,15,Lima,190.239.99.43,,,,0,,0.25,210,1
17348946,11945,5,2,4,0.5,,0,0,0,0,eup_slw,USA,CA,Redding,76.248.172.222,,,,0,,0.5,300,1
17414125,10320,0,0,0,#DIV/0!,,0,0,0,0,eup_slw,,,,,,,,0,,1,0,1
17414453,98E7671B6816D6A52BFA95FAD8D0CB36,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
17428663,553C38801F75C16E93CA06397A287A80,32,4,7,0.571428571,,0,0,0,0,neodev,AUT,4,Linz,88.117.81.233,2/11/14 14:59,,,0,Selected ‰ÛÏunable‰Ûù for each task with no reasonable explanation.,0.4286,36,1
17438104,49422,0,0,0,#DIV/0!,,0,0,0,0,tremorgames,,,,,,,,0,,1,0,1
17457741,05248BE51B8437A093CA06397A287A80,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
17518981,27971,22,3,8,0.375,,0,0,0,0,gptbanks,USA,UT,Providence,67.213.218.74,,,,0,,0.625,300,1
17521571,5320842,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
17591861,AEC81FFA34E3B1D6AF22D41ECAC75E83,0,0,0,#DIV/0!,,0,0,0,0,callmemoney,,,,,,,,0,,1,0,1
17593865,05D18AFC8299332BBD9CE4BD64DFB8C1,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
17597131,21360,0,0,0,#DIV/0!,,0,0,0,0,gifthunterclub,,,,,,,,0,,1,0,1
17598294,714775FD3C994BBABD9CE4BD64DFB8C1,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
17609394,5283872,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
17615187,5335533,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
17622213,F3507893D07FB7EA0FA9E28369487118,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
17654040,52491,0,0,0,#DIV/0!,,0,0,0,0,tremorgames,,,,,,,,0,,1,0,1
17655840,1D0D6D1217A6D91624750D543524A854,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
17698648,53224,0,0,0,#DIV/0!,,0,0,0,0,tremorgames,,,,,,,,0,,1,0,1
17741109,5351503,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
17748118,414B03C705E6D81E044935D48A84480F,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
17759510,13006,0,0,0,#DIV/0!,,0,0,0,0,eup_slw,,,,,,,,0,,1,0,1
17768688,2713B975E330C99493CA06397A287A80,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
17788143,54287,0,0,0,#DIV/0!,,0,0,0,0,tremorgames,,,,,,,,0,,1,0,1
17799465,74E3B6F1824CD86E24750D543524A854,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
17901755,rameezripon,0,0,0,#DIV/0!,,0,0,0,0,getpaid,,,,,,,,0,,1,0,1
17918010,zulfiqar14,5,4,4,1,,0,0,0,0,getpaid,PAK,5,Karachi,113.203.151.163,,,,0,,0,300,1
17932528,25108,0,0,0,#DIV/0!,,0,0,0,0,gifthunterclub,,,,,,,,0,,1,0,1
17939514,4570,19,3,9,0.333333333,,0,0,0,0,pforads,USA,,,162.220.57.220,2/12/14 11:14,,,0,"Spammer: Entered ""124124"" in fields.",0.6667,190,1
17944575,35400,0,0,0,#DIV/0!,,0,0,0,0,bitcoinget,,,,,,,,0,,1,0,1
17950689,5390521,10,3,4,0.75,,0,0,0,0,clixsense,GBR,Y9,Pontypridd,89.168.36.250,,,,0,,0.25,300,1
17966101,E0BC994349A6BAD86964A2442E880D82,5,3,4,0.75,,0,0,0,0,neodev,PAK,8,Islamabad,119.154.180.55,,,,0,,0.25,300,1
17980076,5394881,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
17999491,729A40580F6CF052044935D48A84480F,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
18007243,4288,22,4,8,0.5,,0,0,0,0,golddiggergpt,PRT,2,Rio MeÌ£o,217.129.223.188,,,,0,,0.5,264,1
18014506,1393,12,3,6,0.5,,0,0,0,0,diamondtask,USA,,,162.220.57.220,,,,0,"Worker added ""124124"" to fields",0.5,240,1
18024851,6B67F016804EE83393CA06397A287A80,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
18042545,7795414,15,3,5,0.6,,0,0,0,0,prodege,GBR,N5,Woodbridge,2.101.13.226,,,,0,,0.4,300,1
18055804,titty,0,0,0,#DIV/0!,,0,0,0,0,getpaid,,,,,,,,0,,1,0,1
18069694,7B11BBF5C6F2AF4D93CA06397A287A80,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
18074026,38929,0,0,0,#DIV/0!,,0,0,0,0,bitcoinget,,,,,,,,0,,1,0,1
18195806,41788,0,0,0,#DIV/0!,,0,0,0,0,bitcoinget,,,,,,,,0,,1,0,1
18200088,7848010,29,1,8,0.125,,0,0,0,0,prodege,GBR,I9,Norwich,2.101.2.99,,,,0,,0.875,300,1
18215885,75D3F0A9A7C8A5732BFA95FAD8D0CB36,34,4,8,0.5,,0,0,0,0,neodev,GBR,,,87.115.110.73,,,,0,,0.5,11,1
18245072,A390B23979F1337541A29D4352C72707,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
18255062,4609236,7,3,5,0.6,,0,0,0,0,prizerebel,HRV,10,Osijek,31.147.83.78,,,,0,,0.4,210,1
18258185,E99937016AA921F493CA06397A287A80,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
18290237,788F38EE4AB46CF66964A2442E880D82,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
18329415,14135,0,0,0,#DIV/0!,,0,0,0,0,eup_slw,,,,,,,,0,,1,0,1
18329891,31B461D85AEEF0D50DD4E15F98F7C799,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
18333225,7B4F3A210EA8D5C56964A2442E880D82,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
18389600,jl043010,0,0,0,#DIV/0!,,0,0,0,0,getpaid,,,,,,,,0,,1,0,1
18400587,rl2007,0,0,0,#DIV/0!,,0,0,0,0,instagc,,,,,,,,0,,1,0,1
18411851,DEDCBDDF080FB9752BFA95FAD8D0CB36,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
18419609,249DD6A5367E0266044935D48A84480F,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
18424108,5458377,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
18434143,5FF67B113558D9D093CA06397A287A80,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
18436576,4344907D9D351F4224750D543524A854,5,4,4,1,,0,0,0,0,neodev,BIH,1,Sarajevo,109.175.125.251,,,,0,,0,0,1
18438894,2CD0913C704FE5520FA9E28369487118,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
18484683,5467412,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
18506787,2D2F91D7CB8535CB0DD4E15F98F7C799,7,1,4,0.25,,0,0,0,0,neodev,MKD,,,89.205.49.72,,,,0,,0.75,300,1
18518215,64DA4A9E8D20B7B50FA9E28369487118,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
18522240,16AF8EF4864373A9BD9CE4BD64DFB8C1,5,1,4,0.25,,0,0,0,0,neodev,SRB,0,Belgrade,109.93.88.169,,,,0,,0.75,300,1
18544277,220E3C620CA8D02E24750D543524A854,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
18569114,2503833,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
18577127,344852A68715767841A29D4352C72707,10,3,5,0.6,,0,0,0,0,neodev,SAU,10,Riyadh,2.89.54.120,,,,0,,0.4,30,1
18598455,022CAACF3EDD52800DD4E15F98F7C799,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
18677731,5495491,12,1,6,0.166666667,,0,0,0,0,clixsense,PAK,4,Lahore,182.189.136.53,2/12/14 13:39,,,0,"	unable for all tasks and ""i don't know much about flower names."" in comments",0.8333,36,1
18715276,67E6618505A2685D0FA9E28369487118,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
18734428,8033946,0,0,0,#DIV/0!,,0,0,0,0,prodege,,,,,,,,0,,1,0,1
18757758,3648,15,3,6,0.5,,0,0,0,0,golddiggergpt,USA,IL,Carterville,50.40.202.10,,,,0,,0.5,300,1
18759307,C0567244D5B27F64DD6A67EA287D2489,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
18800637,0A88FCC7D9B80949DD6A67EA287D2489,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
18895048,sarafiggie,0,0,0,#DIV/0!,,0,0,0,0,instagc,,,,,,,,0,,1,0,1
18903486,1ACF37CC64C22EC9044935D48A84480F,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
18923384,72679,0,0,0,#DIV/0!,,0,0,0,0,tremorgames,,,,,,,,0,,1,0,1
18947684,5534483,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
18952944,178DF05563FB8B450FA9E28369487118,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
18956349,2666805,0,0,0,#DIV/0!,,0,0,0,0,fusioncash,,,,,,,,0,,1,0,1
18960400,8119506,0,0,0,#DIV/0!,,0,0,0,0,prodege,,,,,,,,0,,1,0,1
18964276,50054B2D5870F3840DD4E15F98F7C799,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
18965172,katelyn1587,0,0,0,#DIV/0!,,0,0,0,0,getpaid,,,,,,,,0,,1,0,1
18968128,DA83E4D416B847A7DD6A67EA287D2489,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
18970964,BB8B75C16CB06FD593CA06397A287A80,5,3,4,0.75,,0,0,0,0,neodev,SRB,0,Belgrade,213.198.207.194,,,,0,,0.25,0,1
18983765,DC68CE785BBCA1030DD4E15F98F7C799,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
19000169,5437B670882E144EDD6A67EA287D2489,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
19000606,8C75AEBB231E2D290DD4E15F98F7C799,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
19004168,bigsamsmum,0,0,0,#DIV/0!,,0,0,0,0,instagc,,,,,,,,0,,1,0,1
19004737,0601F70F870CE96A0FA9E28369487118,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
19018262,1666C78E2FD7C8D724750D543524A854,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
19020829,64E81587A7B1736124750D543524A854,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
19030384,E200B637AE3B32A7044935D48A84480F,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
19037188,jandc6476,0,0,0,#DIV/0!,,0,0,0,0,instagc,,,,,,,,0,,1,0,1
19039109,5549277,29,2,6,0.333333333,,0,0,0,0,clixsense,ESP,54,Bargas,88.12.0.176,2/11/14 14:58,,,0,Spam user: entered ‰ÛÏsdf efsef‰Ûù in fields,0.6667,300,1
19040682,5549562,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
19051511,AB122BEE117DB35893CA06397A287A80,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
19051704,4110,0,0,0,#DIV/0!,,0,0,0,0,getpaidto,,,,,,,,0,,1,0,1
19056971,16337,0,0,0,#DIV/0!,,0,0,0,0,eup_slw,,,,,,,,0,,1,0,1
19072269,5554275,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
19073941,79780,0,0,0,#DIV/0!,,0,0,0,0,tremorgames,,,,,,,,0,,1,0,1
19086724,5550568,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
19094156,804AA0FD4B9300DA24750D543524A854,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
19095760,F51EF84B1BF72FCABD9CE4BD64DFB8C1,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
19110280,5C4BFA2C1ABA887EDD6A67EA287D2489,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
19121014,madhu,0,0,0,#DIV/0!,,0,0,0,0,instagc,,,,,,,,0,,1,0,1
19161847,4D92F6841E66F81141A29D4352C72707,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
19180832,82660,0,0,0,#DIV/0!,,0,0,0,0,tremorgames,,,,,,,,0,,1,0,1
19221459,5574428,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
19225396,875EE7121514A1372BFA95FAD8D0CB36,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
19230151,536BB953509E1FDF2BFA95FAD8D0CB36,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
19234031,182783,20,2,6,0.333333333,,0,0,0,0,gifthulk,USA,VA,Manassas,96.255.60.98,,,,0,,0.6667,40,1
19235987,06F10E12F95D46F324750D543524A854,51,2,15,0.133333333,,0,0,0,0,neodev,HRV,,,93.143.215.218,,,,0,,0.8667,9,1
19245522,5579641,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
19245918,FB953BD48597BE136964A2442E880D82,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
19254622,219028,0,0,0,#DIV/0!,,0,0,0,0,uniquerewards,,,,,,,,0,,1,0,1
